,Participation.#,Sum.Amount,Date.Submitted,Date.Mailed,Name.1,Address.1,City,St,Postal,year_submitted,month_submitted,year_mailed,month_mailed,period,long_duration,class
13797,1130104,60,2023-04-06,2023-04-19T00:00:00.000,FIRST CHURCH OF GOD,1700 Wayhaven Dr,West Plains,MO,65775,2023,4,2023,4,13,0,Religious Organization
13803,2022030,60,2023-04-06,2023-04-19T00:00:00.000,BRADLEYVILLE GENERAL BAPTIST,PO Box 125,BRADLEYVILLE,MO,65614,2023,4,2023,4,13,0,Religious Organization
13802,1161120,60,2023-04-06,2023-04-19T00:00:00.000,PRESBYTERIAN CHURCH,202 S 6th St,OSAGE CITY,KS,66523,2023,4,2023,4,13,0,Religious Organization
13800,2231470,30,2023-04-06,2023-04-19T00:00:00.000,WOMEN OF ST PAUL LUTHERAN CHU,291 N. KENTUCKY AVE.,WEST PLAINS,MO,65775,2023,4,2023,4,13,0,Religious Organization
13777,1130430,900,2023-03-30,2023-04-06T00:00:00.000,CHRISTIAN ACTION MINISTRIES,2400 STATE HIGHWAY 165,BRANSON,MO,65616,2023,3,2023,4,7,0,Religious Organization
13774,1031340,60,2023-03-30,2023-04-06T00:00:00.000,CHRISTIAN WOMEN'S FELLOWSHIP,1401 CROSS ST.,BURLINGTON,KS,66839,2023,3,2023,4,7,0,Religious Organization
13782,2062510,60,2023-03-30,2023-04-06T00:00:00.000,FUN & FRIENDS SENIOR CENTER,100 Chestnut St,Thayer,MO,65791,2023,3,2023,4,7,0,Community
13784,1109132,60,2023-03-30,2023-04-06T00:00:00.000,TURNER COMMUNITY GARDEN,c/o Juanita Hoover,Kansas City,KS,66106,2023,3,2023,4,7,0,Community
13785,1010120,60,2023-03-30,2023-04-06T00:00:00.000,ZION EVANGELICAL LUTHERAN CHURCH,32405 Business Hwy 36E,Macon,MO,63552,2023,3,2023,4,7,0,Religious Organization
13786,1008463,60,2023-03-30,2023-04-06T00:00:00.000,COMMUNITY LUTHERAN CHURCH,22923 Farm Road 1045,Washburn,MO,65772,2023,3,2023,4,7,0,Religious Organization
13760,1190700,60,2023-03-23,2023-05-24T00:00:00.000,CWF RAYMORE CHRISTIAN CHURCH,PO BOX 680,RAYMORE,MO,64083,2023,3,2023,5,62,1,Religious Organization
13748,2190702,60,2023-03-23,2023-05-24T00:00:00.000,ST. WILLIAM'S CHURCH,PO Box 367,Gainesville,MO,65655,2023,3,2023,5,62,1,Religious Organization
13749,4532611,60,2023-03-23,2023-05-24T00:00:00.000,CHRISTIAN WOMEN CONNECTION,3324 PIN OAK RD.,MTN. GROVE,MO,65711,2023,3,2023,5,62,1,Religious Organization
13750,3034150,60,2023-03-23,2023-05-24T00:00:00.000,FAMILY & COMMUNITY EDUCATION,13782 WEST 750 RD.,TAHLEQUAH,OK,74464,2023,3,2023,5,62,1,Community
13754,1131508,90,2023-03-23,2023-05-24T00:00:00.000,SENECA UNITED METHODIST CHURCH,706 Main St,Seneca,KS,66538,2023,3,2023,5,62,1,Religious Organization
13759,2201645,60,2023-03-23,2023-05-24T00:00:00.000,TRI LAKES EAGLES AUX #4279,3310 EAST 380 ROAD,EL DORADO SPRINGS,MO,64744,2023,3,2023,5,62,1,Community
13761,1021388,60,2023-03-23,2023-05-24T00:00:00.000,EDMONSON BAPTIST CHURCH,27109 HIGHWAY H,LINCOLN,MO,65338,2023,3,2023,5,62,1,Religious Organization
13763,2121623,60,2023-03-23,2023-05-24T00:00:00.000,LONE STAR 4-H CLUB,5749 HWY P,CUBA,MO,65453,2023,3,2023,5,62,1,Community
13765,1090170,180,2023-03-23,2023-05-24T00:00:00.000,IMMANUEL LUTHERAN SCHOOL,1500 LIPPER ST.,HIGGINSVILLE,MO,64037,2023,3,2023,5,62,1,Religious Organization
13770,2231791,330,2023-03-23,2023-05-24T00:00:00.000,WOMENS COUNCIL FLOWER FUND,PO Box 278,Stockton,MO,65785,2023,3,2023,5,62,1,Community
13773,2071483,540,2023-03-23,2023-05-25T00:00:00.000,GRAND OAK MISSION,2854 W Grand St,SPRINGFIELD,MO,65802,2023,3,2023,5,63,1,Community
13762,1192405,60,2023-03-23,2023-05-24T00:00:00.000,ST JOHNS CATHOLIC ALTAR SOC,30371 Bahner Rd,Smithton,MO,65350,2023,3,2023,5,62,1,Religious Organization
13745,1022076,60,2023-03-16,2023-05-15T00:00:00.000,NEW HOPE CHURCH OF THE NAZAREN,504 THOMAS DR.,PLATTE CITY,MO,64079,2023,3,2023,5,60,1,Religious Organization
13742,2231944,60,2023-03-16,2023-05-15T00:00:00.000,BETHEL CHURCH WOMENS GROUP,4228 County Road 7100,West Plains,MO,65775,2023,3,2023,5,60,1,Religious Organization
13729,1230555,30,2023-03-16,2023-05-15T00:00:00.000,ST. JOHN LUTHERAN,2040 10TH RD,LEROY,KS,66857,2023,3,2023,5,60,1,Religious Organization
13733,1161050,90,2023-03-16,2023-05-15T00:00:00.000,SPRING VALLEY BAPTIST CHURCH,8801 E. 79TH ST.,RAYTOWN,MO,64138,2023,3,2023,5,60,1,Religious Organization
13734,1009400,60,2023-03-16,2023-05-15T00:00:00.000,HEARTH AND HOME EDUCATORS,6527 NE State Route D,BUTLER,MO,64730,2023,3,2023,5,60,1,Community
13741,2230530,120,2023-03-16,2023-05-15T00:00:00.000,WESLEY UNITED METHODIST,500 LEAWOOD DR.,PARSONS,KS,67357,2023,3,2023,5,60,1,Religious Organization
13728,1131283,60,2023-03-16,2023-05-15T00:00:00.000,MORNINGVIEW HOMES ASSOCIATION,704 SUN COURT,RAYMORE,MO,64083,2023,3,2023,5,60,1,Community
13743,2192426,60,2023-03-16,2023-05-15T00:00:00.000,STICKNEY FRIENDSHIP CLUB,33093 HWY. E,DIXON,MO,65459,2023,3,2023,5,60,1,Community
13744,1156783,60,2023-03-16,2023-05-15T00:00:00.000,SACRED HEART CATHOLIC CHURCH,202 E MIDDLE ST,HAMILTON,MO,64644,2023,3,2023,5,60,1,Religious Organization
13746,1131075,60,2023-03-16,2023-05-15T00:00:00.000,LILLY RIDGE GENERAL BAPTIST CHURCH,PO Box 33,Gainesville,MO,65655,2023,3,2023,5,60,1,Religious Organization
13747,1130218,60,2023-03-16,2023-05-15T00:00:00.000,CLAYCOMO BAPTIST CHURCH,312 E Longfellow,Kansas City,MO,64119,2023,3,2023,5,60,1,Religious Organization
13723,1130391,60,2023-03-09,2023-04-06T00:00:00.000,MEXICO CHURCH OF CHRIST,PO Box 511,Mexico,MO,65265,2023,3,2023,4,28,0,Religious Organization
13722,1131547,90,2023-03-09,2023-04-06T00:00:00.000,FIRST UNITED METHODIST CHURCH OF SEDALIA,1701 W 32nd St,Sedalia,MO,65301,2023,3,2023,4,28,0,Religious Organization
13696,3100851,60,2023-03-09,2023-04-06T00:00:00.000,WMU - FIRST BAPTIST CHURCH,3766 E. 440 RD.,ADAIR,OK,74330,2023,3,2023,4,28,0,Religious Organization
13715,2051702,60,2023-03-09,2023-04-06T00:00:00.000,HOME FOR LIFE CAT SANCTUARY,229 NEW HOPE RD.,BUFFALO,MO,65622,2023,3,2023,4,28,0,Community
13714,1192350,60,2023-03-09,2023-04-06T00:00:00.000,"ST. JAMES ""OVER 50 GROUP""",1618 Welleslay Ln,LIBERTY,MO,64068,2023,3,2023,4,28,0,Community
13712,1130412,60,2023-03-09,2023-04-06T00:00:00.000,SHEPHERD OF THE HILLS GARDEN CLUB,204 N Walnut,Blue Eye,MO,65611,2023,3,2023,4,28,0,Community
13711,2160915,60,2023-03-09,2023-04-06T00:00:00.000,PINES COMMUNITY CHRISTIAN CHUR,7968 E. HWY 86,BLUE EYE,MO,65611,2023,3,2023,4,28,0,Religious Organization
13710,2193205,60,2023-03-09,2023-04-06T00:00:00.000,BAPTIST WOMENS MISSION GROUP,C/O Sondra Mahoney Director 400 E 13th St,Mountain Grove,MO,65711,2023,3,2023,4,28,0,Religious Organization
13708,1131206,90,2023-03-09,2023-04-06T00:00:00.000,SOUTHWEST CITY SENIOR CENTER,PO Box 252,Southwest City,MO,64863,2023,3,2023,4,28,0,Community
13706,2033996,60,2023-03-09,2023-04-06T00:00:00.000,WOMEN'S MISSIONS,PO BOX 197,CUBA,MO,65453,2023,3,2023,4,28,0,Religious Organization
13702,1032539,210,2023-03-09,2023-04-06T00:00:00.000,CHALLENGE CLASS -1ST BAPT CHRC,1907 PEACH STREET,HIGGINSVILLE,MO,64037,2023,3,2023,4,28,0,Religious Organization
13720,2040510,60,2023-03-09,2023-04-06T00:00:00.000,DISNEY MISSIONETTES,PO Box 439,DISNEY,OK,74340,2023,3,2023,4,28,0,Community
13659,1130785,60,2023-03-02,2023-03-15T00:00:00.000,HERITAGE BAPTIST CHURCH,1422 E McKinsey St,Moberly,MO,65270,2023,3,2023,3,13,0,Religious Organization
13665,1120125,60,2023-03-02,2023-03-15T00:00:00.000,ST AUGUSTINE LADIES CLUB,C/O Carolyn Dusin 125 W 5th St,Washington,KS,66968,2023,3,2023,3,13,0,Community
13664,1131091,60,2023-03-02,2023-03-15T00:00:00.000,ARCOLA CHRISTIAN CHURCH,PO Box 9,Arcola,MO,65603,2023,3,2023,3,13,0,Religious Organization
13660,1034692,60,2023-03-02,2023-03-15T00:00:00.000,CHANDLER BAPTIST CHURCH,11401 NE State Route 33,Liberty,MO,64068,2023,3,2023,3,13,0,Religious Organization
13653,1130205,60,2023-03-02,2023-03-15T00:00:00.000,LOVE PAKS NUTRITION - FIRST BAPTIST CHUR,13175 Highway 63,Licking,MO,65542,2023,3,2023,3,13,0,Religious Organization
13658,1190990,90,2023-03-02,2023-03-15T00:00:00.000,SHOW ME CHRISTIAN YOUTH HOME,PO Box 6,LA MONTE,MO,65337,2023,3,2023,3,13,0,Religious Organization
13656,1130205,60,2023-03-02,2023-03-15T00:00:00.000,LOVE PAKS NUTRITION - FIRST BAPTIST CHUR,13175 Highway 63,Licking,MO,65542,2023,3,2023,3,13,0,Religious Organization
13655,1130205,60,2023-03-02,2023-03-15T00:00:00.000,LOVE PAKS NUTRITION - FIRST BAPTIST CHUR,13175 Highway 63,Licking,MO,65542,2023,3,2023,3,13,0,Religious Organization
13654,1130205,60,2023-03-02,2023-03-15T00:00:00.000,LOVE PAKS NUTRITION - FIRST BAPTIST CHUR,13175 Highway 63,Licking,MO,65542,2023,3,2023,3,13,0,Religious Organization
13668,3201515,60,2023-03-02,2023-03-15T00:00:00.000,TRAILS END QUILTERS GUILD,PO BOX 506,OWASSO,OK,74055,2023,3,2023,3,13,0,Community
13667,1130617,150,2023-03-02,2023-03-15T00:00:00.000,ST JOSEPH CATHOLIC SCHOOL,111 W 3rd St,Ellinwood,KS,67526,2023,3,2023,3,13,0,Religious Organization
13682,2231470,30,2023-03-02,2023-03-15T00:00:00.000,WOMEN OF ST PAUL LUTHERAN CHU,291 N. KENTUCKY AVE.,WEST PLAINS,MO,65775,2023,3,2023,3,13,0,Religious Organization
13670,1193190,60,2023-03-02,2023-03-15T00:00:00.000,ST GABRIEL CATHOLIC CHURCH,4737 N. CLEVELAND AVE.,KANSAS CITY,MO,64117,2023,3,2023,3,13,0,Religious Organization
13671,2131313,60,2023-03-02,2023-03-15T00:00:00.000,TRINITY UNITED METHODIST CHURCH FREE BRE,2511 Reno Rd,Ottawa,KS,66067,2023,3,2023,3,13,0,Religious Organization
13673,1130816,60,2023-03-02,2023-03-15T00:00:00.000,ST LUKE CHURCH WOMENS FELLOWSHIP,700 W Highway 224,Wellington,MO,64097,2023,3,2023,3,13,0,Religious Organization
13677,2031554,60,2023-03-02,2023-03-15T00:00:00.000,COMMUNITY BIBLE CHURCH,10974 SW BOSTON MILLS RD.,CHETOPA,KS,67336,2023,3,2023,3,13,0,Religious Organization
13679,2131457,60,2023-03-02,2023-03-15T00:00:00.000,RIDGEDALE ASSEMBLY OF GOD,PO Box 2,Ridgedale,MO,65739,2023,3,2023,3,13,0,Religious Organization
13685,1130220,60,2023-03-02,2023-03-15T00:00:00.000,CALLAWAY SENIOR CENTERS,531 Commons Dr,Fulton,MO,65251,2023,3,2023,3,13,0,Community
13686,1197393,60,2023-03-02,2023-03-15T00:00:00.000,TRINITY LUTHERAN LWML,1552 S Rd,Hunter,KS,67452,2023,3,2023,3,13,0,Religious Organization
13688,1210340,60,2023-03-02,2023-03-15T00:00:00.000,HORTON UNITED METHODIST WOMEN,130 EAST 10TH,HORTON,KS,66439,2023,3,2023,3,13,0,Religious Organization
13689,2231755,60,2023-03-02,2023-03-15T00:00:00.000,FIRST SOUTHERN BAPTIST WMU,405 ENGLEWOOD DRIVE,STOCKTON,MO,65785,2023,3,2023,3,13,0,Religious Organization
13692,2154368,60,2023-03-02,2023-03-15T00:00:00.000,ANTIOCH BAPTIST CHURCH,31707 RT D,PARIS,MO,65275,2023,3,2023,3,13,0,Religious Organization
13669,1131107,30,2023-03-02,2023-03-15T00:00:00.000,1ST PRESBYTERIAN CHURCH,PO Box 243,Pleasanton,KS,66075,2023,3,2023,3,13,0,Religious Organization
13632,1220061,120,2023-02-23,2023-03-02T00:00:00.000,ST JOHNS CATHOLIC SCHOOLS,712 E. MAIN,BELOIT,KS,67420,2023,2,2023,3,7,0,Religious Organization
13647,2050452,60,2023-02-23,2023-03-02T00:00:00.000,MISSION CHAPEL STITCHING FOR C,152 STATE HWY. 38,ELKLAND,MO,65644,2023,2,2023,3,7,0,Religious Organization
13631,2160220,90,2023-02-23,2023-03-02T00:00:00.000,ST. PETERS WOMENS COUNCIL,17083 S 1527 Rd,STOCKTON,MO,65785,2023,2,2023,3,7,0,Community
13627,1161187,60,2023-02-23,2023-03-02T00:00:00.000,PRESCOTT UNITED METHODIST CHUR,PO Box 224,Prescott,KS,66767,2023,2,2023,3,7,0,Religious Organization
13625,2192280,60,2023-02-23,2023-03-02T00:00:00.000,ST MARY CATHOLIC CHURCH OF SENECA,PO Box 1169,Seneca,MO,64865,2023,2,2023,3,7,0,Religious Organization
13621,1022274,240,2023-02-23,2023-03-02T00:00:00.000,COUNCIL GROVE UMW,21 N. MISSION,COUNCIL GROVE,KS,66846,2023,2,2023,3,7,0,Community
13619,2231053,60,2023-02-23,2023-03-02T00:00:00.000,GRACE BAPTIST TABERNACLE,502 S. MARGRAVE ST.,FORT SCOTT,KS,66701,2023,2,2023,3,7,0,Religious Organization
13618,1192950,60,2023-02-23,2023-03-02T00:00:00.000,ST. PATRICK'S CHURCH,2258 US HWY 73,ATCHISON,KS,66002,2023,2,2023,3,7,0,Religious Organization
13643,1214417,60,2023-02-23,2023-03-02T00:00:00.000,WOMEN'S MISSIONARY GROUP - FBC,287 JENNY LANE,LINCOLN,MO,65338,2023,2,2023,3,7,0,Religious Organization
13603,1150110,60,2023-02-14,2023-03-15T00:00:00.000,ODESSA COMMUNITY SERVICE CENTR,212 SOUTH SECOND STREET,ODESSA,MO,64076,2023,2,2023,3,29,0,Community
13595,3005407,60,2023-02-14,2023-03-15T00:00:00.000,ST. ALLEN FAMILY CHRISTIAN UNI,PO BOX 3901,ENID,OK,73754,2023,2,2023,3,29,0,Religious Organization
13599,1022135,60,2023-02-14,2023-03-15T00:00:00.000,BUSY BEE HOBBY CLUB,13097 S STUBBS RD,OVERBROOK,KS,66524,2023,2,2023,3,29,0,Community
13600,1130640,60,2023-02-14,2023-03-15T00:00:00.000,UNITED METHODIST WOMEN,219 S. 6th STREET,OSAGE CITY,KS,66523,2023,2,2023,3,29,0,Religious Organization
13604,1061450,60,2023-02-14,2023-03-15T00:00:00.000,FULTON FIRST ASSEMBLY OF GOD,605 OLD JEFFERSON CITY RD.,FULTON,MO,65251,2023,2,2023,3,29,0,Religious Organization
13609,1191595,60,2023-02-14,2023-03-15T00:00:00.000,TRINITY LUTHERAN LWML,4720 W. 55TH ST.,ROELAND PARK,KS,66205,2023,2,2023,3,29,0,Religious Organization
13612,1130193,90,2023-02-14,2023-03-15T00:00:00.000,FIRST CHRISTIAN CHURCH,PO Box 254,Neodesha,KS,66757,2023,2,2023,3,29,0,Religious Organization
13613,1131285,90,2023-02-14,2023-03-15T00:00:00.000,MORRILL BAPTIST WMS,404 WALNUT ST.,MORRILL,KS,66515,2023,2,2023,3,29,0,Religious Organization
13614,1090045,60,2023-02-14,2023-03-15T00:00:00.000,JEFF COUNTY CHPT- NAT A.R.F.E.,9798 Nemaha Rd,Oskaloosa,KS,66066,2023,2,2023,3,29,0,Religious Organization
13590,1071409,60,2023-02-09,2023-05-05T00:00:00.000,IDANA PRES. CHURCH PW,1625 DEER TRAIL ROAD,CLAY CENTER,KS,67432,2023,2,2023,5,85,1,Religious Organization
13588,1071450,120,2023-02-09,2023-05-05T00:00:00.000,LAURIE CARE CENTER GUILD,204 C & J ROAD UNIT 2,GRAVOIS MILLS,MO,65037,2023,2,2023,5,85,1,Community
13579,1071190,60,2023-02-09,2023-05-05T00:00:00.000,GRACE SERVICE GUILD,3333 WOOD AVE,KANSAS CITY,KS,66102,2023,2,2023,5,85,1,Community
13575,1131000,60,2023-02-09,2023-05-05T00:00:00.000,MISSIONARY CIRCLE-ARMOURDALE,3131 W 43rd Ave,Kansas City,KS,66103,2023,2,2023,5,85,1,Religious Organization
13573,2160840,150,2023-02-09,2023-05-05T00:00:00.000,TRINITY UNITED METHODIST CHURC,16069 State Highway 34,Piedmont,MO,63957,2023,2,2023,5,85,1,Religious Organization
13557,1210200,90,2023-02-02,2023-04-19T00:00:00.000,UNTD METHODIST SEWING CIRCLE,617 JARBOE ST,BURLINGTON,KS,66839,2023,2,2023,4,76,1,Religious Organization
13555,2201025,60,2023-02-02,2023-04-19T00:00:00.000,ABWM FIRST BAPTIST CHURCH,123 SCOTT AVENUE,FORT SCOTT,KS,66701,2023,2,2023,4,76,1,Religious Organization
13554,1260041,60,2023-02-02,2023-04-19T00:00:00.000,LWML - ZION LUTHERAN CHURCH,3895 W 197th St,Burlingame,KS,66413,2023,2,2023,4,76,1,Religious Organization
13558,2230420,60,2023-02-02,2023-04-19T00:00:00.000,WENTWORTH FRIENDLY NEIGHBOR C,4327 WALLABY ROAD,WENTWORTH,MO,64873,2023,2,2023,4,76,1,Community
13560,1232115,30,2023-02-02,2023-04-19T00:00:00.000,ZION LUTHERAN CHURCH,621 N Mill St,Beloit,KS,67420,2023,2,2023,4,76,1,Religious Organization
13527,1010925,60,2023-01-27,2023-02-15T00:00:00.000,AMERICAN BAPTIST WOMEN,13507 S Locust St,Olathe,KS,66062,2023,1,2023,2,19,0,Religious Organization
13507,1130958,60,2023-01-27,2023-02-15T00:00:00.000,FIRST CHRISTIAN CHURCH OF FERRELVIEW,7820 92 Hwy,Platte City,MO,64079,2023,1,2023,2,19,0,Religious Organization
13510,1210675,60,2023-01-27,2023-02-15T00:00:00.000,ST. THERESE CHURCH,PO BOX 255,RICHMOND,KS,66080,2023,1,2023,2,19,0,Religious Organization
13515,1130420,60,2023-01-27,2023-02-15T00:00:00.000,MAYWOOD LADIES COUNCIL,11201 PARALLEL PKWY,KANSAS CITY,KS,66110,2023,1,2023,2,19,0,Community
13516,1130104,60,2023-01-27,2023-02-15T00:00:00.000,FIRST CHURCH OF GOD,1700 Wayhaven Dr,West Plains,MO,65775,2023,1,2023,2,19,0,Religious Organization
13517,1121206,90,2023-01-27,2023-02-15T00:00:00.000,FIRST BAPTIST CHURCH,PO Box 269,Lowry City,MO,64763,2023,1,2023,2,19,0,Religious Organization
13519,1210480,60,2023-01-27,2023-02-15T00:00:00.000,FIRST ASSEMBLY OF GOD,3845 NE Old Highway 13,Osceola,MO,64776,2023,1,2023,2,19,0,Religious Organization
13524,2120735,60,2023-01-27,2023-02-15T00:00:00.000,ST PAULS LUTHERAN EVENING GUI,207 N Owen St,California,MO,65018,2023,1,2023,2,19,0,Religious Organization
13518,1130480,120,2023-01-27,2023-02-15T00:00:00.000,ST FRANCIS OF ASSISI CATHOLIC CHURCH,PO Box 1920,Nixa,MO,65714,2023,1,2023,2,19,0,Religious Organization
13528,1121418,60,2023-01-27,2023-02-15T00:00:00.000,LUTHERAN WMS MISSIONARY LEAGUE,14700 Leavenworth Rd,Basehor,KS,66007,2023,1,2023,2,19,0,Religious Organization
13529,7567240,60,2023-01-27,2023-02-15T00:00:00.000,FIRST PRESBYTERIAN CHURCH,204 S A St,Blackwell,OK,74631,2023,1,2023,2,19,0,Religious Organization
13531,1060460,90,2023-01-27,2023-02-15T00:00:00.000,CHRISTIAN WOMEN'S SOCIETY,65 N. EAGLE LANE,MOUND CITY,KS,66056,2023,1,2023,2,19,0,Religious Organization
13532,1031901,60,2023-01-27,2023-02-15T00:00:00.000,FAITH BIBLE FELLOWSHIP,18688 262ND RD.,ATCHISON,KS,66002,2023,1,2023,2,19,0,Religious Organization
13533,3091367,60,2023-01-27,2023-02-15T00:00:00.000,UNITED METHODIST WOMEN,612 N. HILLCREST,MEDFORD,OK,73759,2023,1,2023,2,19,0,Religious Organization
13536,2150415,60,2023-01-27,2023-02-15T00:00:00.000,FIRST CHURCH OF GOD KIDS CHRCH,712 Shady Lane,Thayer,MO,65791,2023,1,2023,2,19,0,Religious Organization
13537,1130452,90,2023-01-27,2023-02-15T00:00:00.000,WRIGHT COUNTY CHILDRENS HOME,528 W Norwood St,Norwood,MO,65717,2023,1,2023,2,19,0,Community
13539,2040046,90,2023-01-27,2023-02-15T00:00:00.000,DISABLED AMERICAN VETERANS AUX,PO Box 1631,BUFFALO,MO,65622,2023,1,2023,2,19,0,Community
13494,1076420,60,2023-01-18,2023-02-15T00:00:00.000,GRACE COMMUNITY CHURCH,PO BOX 807,SMITHVILLE,MO,64089,2023,1,2023,2,28,0,Religious Organization
13467,1131618,60,2023-01-18,2023-02-15T00:00:00.000,FIRST BAPTIST CHURCH SALEM,201 N MCARTHUR AVE,SALEM,MO,66560,2023,1,2023,2,28,0,Religious Organization
13471,2022861,60,2023-01-18,2023-02-15T00:00:00.000,BELLE UNITED METHODIST CHURCH,206 Highway 28 E,Belle,MO,65013,2023,1,2023,2,28,0,Religious Organization
13473,2180665,60,2023-01-18,2023-02-15T00:00:00.000,NEW LIFE BAPTIST WOMEN,414 NEW MELVILLE RD. / PO BOX 111,WILLARD,MO,65781,2023,1,2023,2,28,0,Religious Organization
13474,1130905,60,2023-01-18,2023-02-15T00:00:00.000,KENDALL CHAPEL LADIES AID,9240 NE Country Hill Pkwy,Cameron,MO,64429,2023,1,2023,2,28,0,Religious Organization
13475,1039050,60,2023-01-18,2023-02-15T00:00:00.000,ANDREW COUNTY COUNCIL ON AGING,P.O. BOX 283,SAVANNAH,MO,64485,2023,1,2023,2,28,0,Community
13483,1131191,60,2023-01-18,2023-02-15T00:00:00.000,OAK GROVE BAPTIST CHURCH,11525 State Route Y,Birch Tree,MO,65438,2023,1,2023,2,28,0,Religious Organization
13493,2040710,60,2023-01-18,2023-02-15T00:00:00.000,OUR SAVIOR LUTHERAN CHURCH,PO BOX 144,SALEM,MO,65560,2023,1,2023,2,28,0,Religious Organization
13476,2030552,270,2023-01-18,2023-02-15T00:00:00.000,STOCKTON UM MISSIONS TIGER TAS,PO Box 329,STOCKTON,MO,65785,2023,1,2023,2,28,0,Religious Organization
13496,1131456,90,2023-01-18,2023-02-15T00:00:00.000,GRACE CHRISTIAN ACADEMY,102 E 1st St,Lowry City,MO,64763,2023,1,2023,2,28,0,Religious Organization
13499,1131393,90,2023-01-18,2023-02-15T00:00:00.000,HOLY FAMILY CHURCH,PO Box 136,Summerfield,KS,66541,2023,1,2023,2,28,0,Religious Organization
13498,2160200,60,2023-01-18,2023-02-15T00:00:00.000,HOLY FAMILY CATHOLIC CHURCH,PO BOX 229,SHELL KNOB,MO,65747,2023,1,2023,2,28,0,Religious Organization
13500,1131107,60,2023-01-18,2023-02-15T00:00:00.000,1ST PRESBYTERIAN CHURCH,PO Box 243,Pleasanton,KS,66075,2023,1,2023,2,28,0,Religious Organization
13501,1090131,60,2023-01-18,2023-02-15T00:00:00.000,IMMANUEL LUTHERAN LADIES AID,Box 62,Waverly,MO,64096,2023,1,2023,2,28,0,Religious Organization
13503,1021483,60,2023-01-18,2023-02-15T00:00:00.000,BAPTIST WOMEN,404 W. RUTLEDGE ST.,YATES CENTER,KS,66783,2023,1,2023,2,28,0,Religious Organization
13504,1140308,60,2023-01-18,2023-02-15T00:00:00.000,NEW BETHEL UNITED METH CHURCH,1529 W. MAIN,SEDALIA,MO,65301,2023,1,2023,2,28,0,Religious Organization
13505,1090340,210,2023-01-18,2023-02-15T00:00:00.000,INDUSTRY COMMUNITY CHURCH,1009 1ST ROAD,ABILENE,KS,67410,2023,1,2023,2,28,0,Religious Organization
13448,2241592,90,2023-01-10,2023-02-15T00:00:00.000,SARCOXIE SENIOR CENTER,PO Box 501,Sarcoxie,MO,64862,2023,1,2023,2,36,1,Community
13455,2191948,60,2023-01-10,2023-02-15T00:00:00.000,WRIGHT'S CHAPEL CHURCH,9747 STATE HWY. A,CRANE,MO,65633,2023,1,2023,2,36,1,Religious Organization
13454,2231470,60,2023-01-10,2023-02-15T00:00:00.000,WOMEN OF ST PAUL LUTHERAN CHU,291 N. KENTUCKY AVE.,WEST PLAINS,MO,65775,2023,1,2023,2,36,1,Religious Organization
13450,1230555,60,2023-01-10,2023-02-15T00:00:00.000,ST. JOHN LUTHERAN,2040 10TH RD,LEROY,KS,66857,2023,1,2023,2,36,1,Religious Organization
13445,2061520,90,2023-01-10,2023-02-15T00:00:00.000,FIRST PRESBYTERIAN CHURCH,1500 SOUTH 29TH ST,PARSONS,KS,67357,2023,1,2023,2,36,1,Religious Organization
13447,1232115,60,2023-01-10,2023-02-15T00:00:00.000,ZION LUTHERAN CHURCH,621 N Mill St,Beloit,KS,67420,2023,1,2023,2,36,1,Religious Organization
13446,2232270,60,2023-01-10,2023-02-15T00:00:00.000,W.H.F.M. CHURCH ORGANIZATION,228 CLAY ST.,IBERIA,MO,65486,2023,1,2023,2,36,1,Religious Organization
13458,1196157,60,2023-01-10,2023-02-15T00:00:00.000,ST GEORGE CHURCH ALTAR SOCIETY,926 W Dryden St,Odessa,MO,64076,2023,1,2023,2,36,1,Religious Organization
13457,1060230,60,2023-01-10,2023-02-15T00:00:00.000,FAITH LUTHERAN PRESCHOOL,1320 W. 15TH ST.,OTTAWA,KS,66067,2023,1,2023,2,36,1,Religious Organization
13453,2032615,60,2023-01-10,2023-02-15T00:00:00.000,KECHI UNITED METHODIST CHURCH,4533 E 61st St N,Kechi,KS,67067,2023,1,2023,2,36,1,Religious Organization
13459,2050401,90,2023-01-10,2023-02-15T00:00:00.000,CHARITY CHRISTIAN CHURCH,c/o Judy O'Bannon,ELKLAND,MO,65644,2023,1,2023,2,36,1,Religious Organization
13461,2080860,120,2023-01-10,2023-02-15T00:00:00.000,1ST UNITED PENTECOSTAL CHURCH,318 WEST 9TH ST.,HERMANN,MO,65041,2023,1,2023,2,36,1,Religious Organization
13462,1060832,60,2023-01-10,2023-02-15T00:00:00.000,FAITH BAPTIST WMU,PO BOX 345,HARRISONVILLE,MO,64701,2023,1,2023,2,36,1,Religious Organization
13464,2131267,60,2023-01-10,2023-02-15T00:00:00.000,ST PHILLIPINE DUCHESNE CATHOLIC CHURCH A,12632 Grandview St,Overland Park,KS,66213,2023,1,2023,2,36,1,Religious Organization
13465,2161469,60,2023-01-10,2023-02-15T00:00:00.000,REMNANT CHURCH OF JESUS CHRIST,24389 CAREFREE LANE,SHELL KNOB,MO,65747,2023,1,2023,2,36,1,Religious Organization
13466,3031154,60,2023-01-10,2023-02-15T00:00:00.000,FRIENDS FUR CHANGE,2243 N Sooner Rd,CHICKASHA,OK,73018,2023,1,2023,2,36,1,Community
13468,2034000,120,2023-01-10,2023-02-15T00:00:00.000,CUBA SENIOR CENTER,206 NORTH SMITH ST.,CUBA,MO,65453,2023,1,2023,2,36,1,Community
